similar,score
0,0.7906038761138916
1,0.7850621938705444
1,0.8786396980285645
1,0.8406651020050049
0,0.7512009143829346
0,0.9071924686431885
1,0.7517064809799194
1,0.764815628528595
0,0.757570743560791
1,0.7594496011734009
1,0.860946536064148
1,0.9061880707740784
1,0.8183935284614563
1,0.7658383250236511
1,0.765741229057312
0,0.7592172026634216
0,0.7740353941917419
0,0.8145492076873779
1,0.7668931484222412
1,0.7852106690406799
1,0.903353750705719
1,0.7528433799743652
0,0.8364626169204712
1,0.8511605858802795
0,0.8185601830482483
1,0.7836294770240784
1,0.8487030267715454
0,0.7694023847579956
0,0.851459264755249
1,0.7709605693817139
1,0.7512708902359009
1,0.8970420360565186
1,0.8451119661331177
1,0.8303115367889404
1,0.7703490257263184
0,0.7977239489555359
1,0.7662355899810791
1,0.7540295720100403
0,0.7560980319976807
0,0.787720799446106
1,0.773261308670044
1,0.908369243144989
1,0.7927677035331726
1,0.7702109813690186
0,0.7631477117538452
1,0.8938421607017517
1,0.8530831336975098
1,0.7772395610809326
0,0.7529973983764648
0,0.7506624460220337
1,0.8173584938049316
1,0.9270206689834595
1,0.7884155511856079
1,0.7630902528762817
0,0.7508916258811951
1,0.8244240880012512
1,0.7765982151031494
1,0.8133466243743896
1,0.7611647844314575
0,0.7598537802696228
1,0.9394630193710327
0,0.7728702425956726
1,0.7993127107620239
1,0.8465520143508911
0,0.8128774166107178
0,0.7566442489624023
0,0.7576504945755005
1,0.8040354251861572
1,0.8431469202041626
0,0.8060064315795898
1,0.7836159467697144
0,0.7620055675506592
0,0.7602949738502502
1,0.764394998550415
1,0.8153015375137329
1,0.7843650579452515
0,0.8516815304756165
0,0.7523320913314819
0,0.8501178026199341
1,0.783973217010498
1,0.7553564310073853
1,0.7838243246078491
1,0.7882857322692871
0,0.7909195423126221
1,0.7858234643936157
1,0.795126736164093
0,0.7684985399246216
0,0.807624101638794
1,0.7531743049621582
0,0.8545732498168945
1,0.7517470717430115
1,0.7702901363372803
0,0.7791664600372314
1,0.8221637606620789
1,0.8353092670440674
1,0.7835702896118164
1,0.8784064054489136
1,0.85393226146698
1,0.7845247387886047
0,0.7565230131149292
0,0.7534710168838501
0,0.7501957416534424
0,0.8274725675582886
1,0.8533964157104492
0,0.7706261277198792
1,0.812410831451416
0,0.8389120697975159
0,0.7977294921875
1,0.8296942710876465
1,0.7644820809364319
0,0.7650253772735596
1,0.8954635858535767
0,0.7644027471542358
0,0.7517640590667725
0,0.8203456997871399
0,0.7693535089492798
1,0.7530432939529419
0,0.7591820955276489
0,0.7628676295280457
0,0.7637962102890015
1,0.8003976345062256
1,0.7613694667816162
0,0.755605936050415
1,0.7614632844924927
0,0.7752435207366943
0,0.7700749635696411
0,0.7754517793655396
0,0.7884119749069214
1,0.9588401317596436
0,0.7762064933776855
1,0.7661135196685791
1,0.8478034734725952
0,0.7525684833526611
0,0.768011212348938
1,0.809688925743103
0,0.7556009292602539
1,0.768371045589447
0,0.77164626121521
0,0.7710077166557312
1,0.8486425876617432
0,0.7533679008483887
0,0.8014127016067505
1,0.771765947341919
1,0.8327050805091858
0,0.7557806968688965
0,0.7626394033432007
1,0.8577326536178589
0,0.7668581008911133
1,0.84671950340271
1,0.7703299522399902
1,0.8277871012687683
0,0.8302949666976929
0,0.7598831653594971
1,0.7569451332092285
1,0.7743645906448364
1,0.7879055738449097
0,0.7748301029205322
1,0.850792407989502
1,0.7554758787155151
0,0.8016826510429382
1,0.7549970149993896
1,0.7513998746871948
0,0.7545737624168396
0,0.7574598789215088
1,0.7765347361564636
1,0.7511956691741943
0,0.769970178604126
1,0.7772098779678345
0,0.7573415040969849
0,0.7738310694694519
1,0.7523806095123291
1,0.8193431496620178
0,0.7600828409194946
1,0.8695670366287231
0,0.7548202872276306
0,0.8271012306213379
0,0.7840263843536377
0,0.7878125905990601
0,0.8801795244216919
0,0.8196917772293091
1,0.9163252115249634
1,0.8307998776435852
0,0.7836610078811646
1,0.783642053604126
1,0.8102353811264038
0,0.7513387203216553
0,0.7622174024581909
1,0.8312404155731201
0,0.7530155181884766
1,0.7511571645736694
1,0.8218892812728882
0,0.7631094455718994
1,0.8047115802764893
0,0.7848948240280151
0,0.8317246437072754
1,0.7611232995986938
1,0.7613590955734253
1,0.8798540830612183
1,0.8558951616287231
0,0.7824534177780151
1,0.9465941786766052
1,0.7698228359222412
1,0.7760183811187744
1,0.7786135673522949
1,0.7673158645629883
1,0.8086538314819336
1,0.7582685947418213
0,0.7648571729660034
1,0.7726579904556274
0,0.7866766452789307
1,0.7610776424407959
0,0.7523021101951599
1,0.8475253582000732
1,0.7941018342971802
0,0.7848107814788818
1,0.7701742649078369
1,0.7805747985839844
1,0.9270914196968079
0,0.7724863886833191
1,0.7747387290000916
1,0.7577311992645264
0,0.7880287170410156
1,0.804572343826294
1,0.935838520526886
1,0.8208353519439697
0,0.751805305480957
0,0.8006519079208374
1,0.8123335838317871
1,0.8022850751876831
1,0.8038939237594604
1,0.8306670188903809
1,0.825806736946106
1,0.7816712856292725
1,0.9170433282852173
1,0.7666192650794983
1,0.7890279293060303
1,0.7619761228561401
0,0.7806363105773926
1,0.8903892040252686
0,0.793773889541626
0,0.759414553642273
1,0.8832290768623352
1,0.8725476861000061
1,0.7681666612625122
0,0.7727166414260864
0,0.750582754611969
0,0.770318865776062
1,0.7506853342056274
1,0.7519388198852539
1,0.7597320079803467
1,0.7786365747451782
1,0.7613694667816162
0,0.7558295726776123
1,0.8403554558753967
1,0.7783207297325134
1,0.7821994423866272
1,0.8612955808639526
0,0.7701854705810547
1,0.8054332733154297
1,0.7739671468734741
1,0.8059500455856323
1,0.8916009664535522
0,0.7683005332946777
0,0.7696917057037354
0,0.79246985912323
0,0.8211752772331238
0,0.7591557502746582
0,0.7676548957824707
0,0.8249097466468811
1,0.7571537494659424
1,0.7741898894309998
0,0.7651835680007935
1,0.8061419725418091
1,0.8038678169250488
0,0.7782381176948547
0,0.7541898488998413
1,0.8214423656463623
1,0.7506378889083862
1,0.8411339521408081
0,0.7622299194335938
1,0.7537283897399902
1,0.7831935882568359
0,0.7595144510269165
0,0.7505217790603638
0,0.8544110059738159
1,0.8438688516616821
1,0.7775186896324158
1,0.7928749918937683
0,0.7758606672286987
1,0.8190984725952148
1,0.9387050271034241
1,0.8540356755256653
1,0.768282413482666
1,0.7923216819763184
1,0.927100658416748
1,0.7813537120819092
1,0.7561450004577637
0,0.7566814422607422
0,0.756218671798706
0,0.7733045816421509
0,0.7780663967132568
1,0.7580415606498718
1,0.9205306768417358
0,0.7926893830299377
1,0.8002824187278748
1,0.8363426923751831
0,0.7897536754608154
1,0.8021237254142761
1,0.7608242034912109
1,0.7644820809364319
0,0.7504873275756836
0,0.821347713470459
1,0.8444592952728271
1,0.7997923493385315
1,0.8051117658615112
1,0.7917582988739014
1,0.7738031148910522
0,0.8056015968322754
1,0.7934396266937256
1,0.841401219367981
1,0.762521505355835
1,0.8079230189323425
1,0.7507782578468323
1,0.753341794013977
1,0.7597000598907471
1,0.846605658531189
1,0.8061419725418091
0,0.7814074158668518
0,0.7535670399665833
0,0.7562748193740845
1,0.8429973125457764
1,0.8275326490402222
0,0.7637784481048584
1,0.7772930860519409
1,0.7534714937210083
1,0.7809454202651978
1,0.8147144913673401
1,0.7692526578903198
1,0.7695143222808838
1,0.8262961506843567
1,0.8245694041252136
1,0.9981595277786255
1,0.8171690702438354
0,0.7597988843917847
0,0.7634941339492798
1,0.7762959003448486
0,0.7692742943763733
1,0.8642176389694214
0,0.8301398754119873
1,0.8576245307922363
0,0.7873028516769409
0,0.7594782114028931
0,0.7902184724807739
0,0.7912760972976685
1,0.7996280789375305
1,0.8120825886726379
1,0.8190128207206726
1,0.7824852466583252
1,0.9160025119781494
1,0.7641621828079224
1,0.8334735631942749
0,0.771648645401001
1,0.8999012112617493
0,0.7678295373916626
1,0.7575019598007202
1,0.7800527811050415
0,0.8333753347396851
0,0.8344525694847107
1,0.8705455660820007
0,0.8113810420036316
0,0.7677299976348877
0,0.9112768173217773
0,0.7513806819915771
1,0.7749325037002563
1,0.7538619041442871
1,0.8672578930854797
1,0.7683418393135071
1,0.7537053823471069
1,0.8545780181884766
0,0.7572560906410217
0,0.8357856869697571
0,0.7514382600784302
1,0.8113753199577332
0,0.7785689830780029
0,0.7668485641479492
1,0.7599622011184692
0,0.7964738607406616
0,0.7853695154190063
1,0.851947546005249
1,0.8538764715194702
1,0.7989221811294556
0,0.7539598941802979
1,0.8150731325149536
1,0.7948103547096252
0,0.773952066898346
1,0.8225653171539307
1,0.807374119758606
0,0.7525231838226318
0,0.8239156007766724
0,0.7847914695739746
0,0.7507146596908569
0,0.7523884177207947
0,0.7636122703552246
1,0.8619577288627625
0,0.7662738561630249
1,0.7745058536529541
1,0.7856683731079102
0,0.7792021036148071
1,0.8173187375068665
1,0.8076345920562744
0,0.7880160808563232
1,0.8163706660270691
0,0.8215376138687134
0,0.7913904190063477
0,0.7617799639701843
0,0.7687928080558777
1,0.757905125617981
1,0.8173024654388428
1,0.901646614074707
0,0.7831742167472839
1,0.8031919002532959
1,0.7779797911643982
0,0.7875120639801025
1,0.8832926154136658
0,0.799037516117096
0,0.7914776802062988
0,0.7607755064964294
1,0.8318502902984619
1,0.8449113368988037
0,0.7798655033111572
1,0.8538386225700378
1,0.7778129577636719
1,0.7674967646598816
