similar,score
0,0.8236910700798035
1,0.764985203742981
0,0.7775797247886658
1,0.85265052318573
1,0.7778725028038025
0,0.7772849798202515
1,0.909125804901123
0,0.8484683036804199
0,0.7805577516555786
1,0.8219858407974243
1,0.7794801592826843
1,0.8465805649757385
0,0.7792068719863892
0,0.770848274230957
1,0.7676995396614075
0,0.8022637963294983
1,0.832319974899292
1,0.8066087961196899
1,0.7551523447036743
0,0.7515853643417358
0,0.7934029698371887
0,0.7768198251724243
1,0.8798463344573975
1,0.8328332901000977
1,0.7769166827201843
1,0.7600148916244507
0,0.7831140756607056
1,0.7629995346069336
1,0.7770868539810181
1,0.7656290531158447
1,0.762923538684845
1,0.9460211992263794
0,0.8286647796630859
0,0.7576292753219604
1,0.7875688672065735
1,0.892051100730896
0,0.7857619524002075
1,0.8093830943107605
1,0.8525228500366211
1,0.8492074012756348
1,0.7982040643692017
1,0.7591710090637207
1,0.8191952109336853
0,0.765269935131073
0,0.7889285087585449
0,0.8173990845680237
1,0.915169358253479
1,0.7598278522491455
1,0.7702584266662598
1,0.8237591981887817
1,0.7605307698249817
0,0.8180844783782959
0,0.7606151700019836
0,0.7758311033248901
0,0.7589625120162964
1,0.7940476536750793
0,0.8269774913787842
1,0.7615529298782349
1,0.7693110108375549
1,0.8139116764068604
0,0.7679542303085327
1,0.8287100791931152
0,0.7619695663452148
1,0.7684353590011597
0,0.771428108215332
1,0.7533237338066101
0,0.7584646940231323
0,0.7503209114074707
0,0.8447246551513672
1,0.7929757833480835
0,0.7822062969207764
0,0.7976419925689697
0,0.7707777619361877
1,0.7675979137420654
1,0.8101941347122192
1,0.799445390701294
0,0.7561527490615845
1,0.7589294910430908
0,0.7692596316337585
1,0.9746267795562744
0,0.7595884203910828
0,0.8120435476303101
1,0.8023828268051147
0,0.7610474824905396
1,0.791230320930481
1,0.9441959261894226
0,0.7844908237457275
1,0.85393226146698
0,0.7652953267097473
1,0.7551852464675903
1,0.8717259764671326
1,0.7983076572418213
0,0.7669471502304077
1,0.7751687169075012
0,0.7644689083099365
0,0.7611570358276367
1,0.8261956572532654
1,0.793815553188324
1,0.7874504923820496
0,0.7769665718078613
0,0.752129077911377
1,0.8008956909179688
1,0.7897703647613525
1,0.7783282399177551
1,0.8593372106552124
1,0.9940236806869507
1,0.7728196382522583
0,0.7510929107666016
1,0.973810076713562
0,0.7944810390472412
0,0.8060476779937744
1,0.7688257694244385
1,0.7615203857421875
1,0.7999788522720337
0,0.7543821930885315
0,0.7988830208778381
0,0.758893609046936
0,0.788087010383606
0,0.7602046728134155
1,0.8809633851051331
0,0.7638882398605347
0,0.7734712958335876
0,0.7869409322738647
1,0.8676998019218445
1,0.791619062423706
0,0.7548930644989014
1,0.8223267793655396
0,0.7549370527267456
1,0.7885023951530457
0,0.8039885759353638
1,0.8115526437759399
1,0.7863001823425293
0,0.7747725248336792
1,0.7831611633300781
1,0.8038678169250488
1,0.7666552066802979
1,0.7810707092285156
0,0.7747305631637573
0,0.7992370128631592
1,0.8354034423828125
0,0.7610245943069458
0,0.7779111862182617
1,0.8148995637893677
1,0.7859430909156799
0,0.75623619556427
0,0.7965020537376404
1,0.8057050704956055
0,0.7613828182220459
1,0.7807919979095459
1,0.7602791786193848
0,0.7768650054931641
0,0.7971909046173096
0,0.750923216342926
1,0.8235931396484375
1,0.8480023145675659
0,0.8404609560966492
1,0.7930523157119751
0,0.7987838983535767
0,0.7737119793891907
1,0.8256233930587769
0,0.7667192220687866
0,0.7867101430892944
0,0.7788708209991455
1,0.7724336385726929
1,0.7528433799743652
1,0.840981662273407
1,0.8027983903884888
0,0.7568213939666748
0,0.8434311747550964
0,0.7796649932861328
1,0.8210697174072266
1,0.7649936676025391
1,0.8505890369415283
1,0.8488330841064453
0,0.7810969948768616
1,0.8033702373504639
1,0.8133723735809326
1,0.8126307725906372
1,0.8785879611968994
1,0.8958133459091187
1,0.7617909908294678
1,0.7652661800384521
0,0.7583277821540833
1,0.7667369842529297
1,0.8398067951202393
1,0.7664233446121216
0,0.7572923898696899
0,0.7537024021148682
0,0.7751823663711548
0,0.8198835849761963
1,0.9057475328445435
1,0.7865431308746338
0,0.8170690536499023
1,0.7504700422286987
1,0.7581813335418701
0,0.7743831872940063
1,0.7873779535293579
0,0.7750411033630371
1,0.883530855178833
1,0.7506371736526489
0,0.7961084842681885
0,0.7501450777053833
1,0.8492721319198608
1,0.8376820683479309
1,0.8013101816177368
0,0.7509118318557739
1,0.8629562854766846
0,0.7740597724914551
0,0.7646181583404541
1,0.8645834922790527
1,0.7683791518211365
0,0.7698744535446167
0,0.7612411975860596
0,0.8367167711257935
1,0.7501261830329895
1,0.8069730997085571
0,0.7667261958122253
1,0.9211900234222412
1,0.8021703958511353
1,0.9709752798080444
1,0.7701390981674194
0,0.8982791304588318
1,0.7706533074378967
0,0.7660221457481384
0,0.7905726432800293
1,0.7613340616226196
1,0.9071317911148071
1,0.7747501134872437
1,0.7585890293121338
1,0.7696751356124878
1,0.8391163945198059
0,0.8558845520019531
1,0.9383461475372314
1,0.7718323469161987
1,0.8127286434173584
0,0.7608001828193665
1,0.8677956461906433
1,0.8281577825546265
1,0.8146641850471497
1,0.7817130088806152
1,0.788284182548523
0,0.7777934074401855
1,0.8105970025062561
0,0.7540085315704346
1,0.8349735736846924
0,0.7679390907287598
0,0.7932324409484863
0,0.8282872438430786
0,0.8078466653823853
0,0.7633612155914307
0,0.834601879119873
1,0.8159710168838501
0,0.7623871564865112
1,0.8619934320449829
0,0.7526423931121826
1,0.8432554006576538
0,0.809694766998291
1,0.7884374260902405
0,0.7769576907157898
1,0.8040436506271362
0,0.7500389814376831
1,0.7657102942466736
1,0.7966071367263794
1,0.7584622502326965
1,0.7831845283508301
1,0.7818374633789062
1,0.7631229758262634
1,0.771407961845398
0,0.7601775527000427
1,0.8511631488800049
1,0.8655027151107788
0,0.7675094604492188
1,0.7801946401596069
1,0.8296524286270142
1,0.8409706354141235
1,0.8334337472915649
1,0.8522629141807556
1,0.7618589997291565
0,0.8201026916503906
0,0.862358570098877
0,0.7779045104980469
0,0.7524089813232422
0,0.7636916637420654
1,0.7879362106323242
1,0.8487675189971924
1,0.8295347690582275
0,0.780461847782135
1,0.7615187168121338
0,0.7810356020927429
0,0.8378310203552246
0,0.7554874420166016
1,0.8420435786247253
1,0.8164610862731934
0,0.7582987546920776
0,0.880090594291687
1,0.8113861083984375
0,0.7541213035583496
0,0.7862600088119507
0,0.7782515287399292
1,0.7881104946136475
0,0.840229868888855
1,0.7853610515594482
1,0.8027421236038208
0,0.7529176473617554
0,0.7643320560455322
0,0.7974863052368164
0,0.764670729637146
0,0.7503383159637451
0,0.7656445503234863
1,0.7570347785949707
1,0.8005968928337097
0,0.7711313962936401
1,0.7969747185707092
1,0.756996750831604
1,0.8694802522659302
0,0.7521635293960571
0,0.8006311058998108
1,0.7855825424194336
0,0.7815666198730469
1,0.7933933734893799
0,0.7507929801940918
1,0.8135895729064941
0,0.7727447748184204
1,0.812333345413208
0,0.7943150997161865
1,0.81136155128479
0,0.7675288915634155
0,0.8050488233566284
0,0.8541455268859863
1,0.8646209239959717
1,0.7582795023918152
0,0.7880431413650513
0,0.8461122512817383
1,0.7911350727081299
0,0.7545185089111328
1,0.765542209148407
0,0.758275032043457
1,0.8292310833930969
1,0.8723347187042236
1,0.7641189098358154
1,0.7820166349411011
1,0.9281724691390991
1,0.7865612506866455
1,0.8423349857330322
1,0.8976410627365112
0,0.7594648599624634
0,0.8221765756607056
1,0.7866774797439575
0,0.7824692130088806
1,0.7792661190032959
0,0.7755542993545532
0,0.7559924125671387
0,0.8218533396720886
0,0.7657750844955444
1,0.8205381631851196
1,0.8631830215454102
0,0.7539334297180176
1,0.8050247430801392
1,0.8651793003082275
0,0.7638235092163086
0,0.7540568709373474
0,0.7566659450531006
1,0.8914761543273926
0,0.8100913763046265
0,0.7559317350387573
1,0.8432729244232178
1,0.787502646446228
1,0.7762316465377808
0,0.7561095356941223
1,0.801957368850708
0,0.751433253288269
1,0.7591173648834229
1,0.7676504850387573
1,0.8443847894668579
0,0.7819491624832153
1,0.7761655449867249
1,0.764724612236023
0,0.7812973260879517
1,0.8185905814170837
1,0.9418727159500122
0,0.7620055675506592
1,0.9356015920639038
0,0.781691312789917
0,0.7746691107749939
1,0.7772568464279175
0,0.775881290435791
1,0.7705510258674622
1,0.7822786569595337
1,0.9001768827438354
0,0.7941970825195312
1,0.7633489966392517
0,0.7878642082214355
0,0.7631591558456421
1,0.8054062724113464
0,0.7672240734100342
1,0.8510713577270508
0,0.7572660446166992
0,0.7508251667022705
0,0.7788501977920532
0,0.7699222564697266
0,0.7798720598220825
1,0.8267218470573425
0,0.7553854584693909
0,0.7793747186660767
0,0.7722347974777222
1,0.8119729161262512
0,0.785388708114624
1,0.7998137474060059
0,0.7900654077529907
0,0.7662326693534851
0,0.8031702041625977
0,0.8144651055335999
0,0.7685564756393433
1,0.8948745727539062
0,0.8574957251548767
0,0.7736414670944214
1,0.7739843130111694
0,0.8454463481903076
0,0.7541342973709106
1,0.8763091564178467
0,0.8131406307220459
1,0.8110010027885437
0,0.7585890293121338
1,0.8007088899612427
0,0.794314980506897
1,0.9031358957290649
1,0.7786290049552917
0,0.7786494493484497
1,0.7880539894104004
1,0.9901422262191772
1,0.761965274810791
0,0.7512896656990051
0,0.7824052572250366
1,0.7853040099143982
0,0.7736347317695618
0,0.7688850164413452
1,0.8296670913696289
1,0.8742551803588867
1,0.9165012836456299
0,0.7534182071685791
0,0.7865321636199951
0,0.7667298316955566
1,0.7690610885620117
1,0.8465244770050049
0,0.7907031774520874
0,0.7589931488037109
1,0.7596808671951294
1,0.7648031711578369
0,0.8612416982650757
0,0.764997124671936
0,0.7573864459991455
1,0.7845343947410583
0,0.7561153173446655
1,0.8007335662841797
1,0.8672918081283569
0,0.7616003751754761
0,0.7800999879837036
1,0.783572793006897
0,0.7564608454704285
0,0.8165217041969299
0,0.8225003480911255
1,0.8743984699249268
1,0.7549124956130981
1,0.8862693309783936
1,0.8432502746582031
0,0.7794610261917114
1,0.8693768978118896
0,0.7666786909103394
0,0.755394458770752
1,0.8332051038742065
0,0.7931956052780151
1,0.8029701709747314
1,0.7690659761428833
1,0.8596937656402588
1,0.8778218626976013
1,0.8572713732719421
0,0.7511107921600342
1,0.7754956483840942
1,0.805941104888916
0,0.7703779339790344
1,0.7774651050567627
0,0.7802761793136597
1,0.7568262815475464
0,0.7538161873817444
0,0.7708679437637329
1,0.865253210067749
0,0.7900447845458984
0,0.7577800750732422
1,0.7612899541854858
0,0.7583971619606018
1,0.7711740732192993
1,0.7782728672027588
1,0.8299148082733154
1,0.7951421737670898
0,0.7640184164047241
1,0.7945491075515747
1,0.7595211267471313
1,0.8140368461608887
0,0.7552613019943237
1,0.8941672444343567
0,0.7698744535446167
1,0.752068281173706
0,0.7582623958587646
1,0.7896521687507629
1,0.8412359952926636
1,0.8024234771728516
1,0.7861610651016235
0,0.7566912770271301
0,0.7640591859817505
0,0.7811181545257568
0,0.7845754623413086
1,0.7617430686950684
1,0.8771112561225891
1,0.8332724571228027
0,0.8029059171676636
1,0.8313829302787781
1,0.8944209814071655
0,0.7982676029205322
1,0.8722946047782898
0,0.7722347974777222
0,0.7572745084762573
0,0.7551436424255371
0,0.8695062398910522
0,0.7920148372650146
0,0.7975031137466431
1,0.8652281761169434
1,0.7987409830093384
1,0.760339617729187
1,0.8378676176071167
1,0.7791483402252197
0,0.8309544324874878
0,0.7525623440742493
0,0.7636176347732544
0,0.7910955548286438
0,0.76438307762146
1,0.7555903196334839
1,0.7581661939620972
0,0.7606455683708191
1,0.9147281646728516
1,0.8268730640411377
0,0.8240084052085876
1,0.9470323324203491
0,0.8076255321502686
1,0.7928804159164429
0,0.7823648452758789
1,0.8621838688850403
1,0.7790513038635254
0,0.7745012640953064
0,0.77275550365448
1,0.8832290768623352
1,0.7508320808410645
0,0.7676613926887512
0,0.7582898139953613
1,0.7984098196029663
0,0.865882158279419
0,0.7577881217002869
0,0.767930269241333
1,0.755497395992279
1,0.7634122371673584
0,0.7719069719314575
1,0.7522971034049988
0,0.7784249782562256
0,0.7646933794021606
0,0.807452917098999
0,0.8265472054481506
1,0.8242373466491699
1,0.7826118469238281
