id1,id2,score
7289,21561,0.9579649567604065
13156,112831,0.9579455256462097
51082,56534,0.9579067230224609
1474,83111,0.9578805565834045
23474,83995,0.9578427076339722
46125,58628,0.9578384757041931
3165,57339,0.9578259587287903
58115,116544,0.9578126072883606
7131,111162,0.9577381610870361
8336,51905,0.9577369689941406
87677,110951,0.9576541185379028
45895,58005,0.9575084447860718
32401,106571,0.9574294090270996
51471,59292,0.9574033617973328
56146,108686,0.9574007391929626
21452,32776,0.9573720097541809
42557,111970,0.9573627710342407
45962,56107,0.9573616981506348
86833,111237,0.957348108291626
75509,98071,0.9572873115539551
7820,111310,0.957241415977478
42429,50999,0.9572023749351501
11982,20802,0.9572006464004517
29986,58168,0.957196831703186
104588,107285,0.9571343660354614
6324,56917,0.9571181535720825
12244,59739,0.9569355249404907
9875,22393,0.9568549990653992
514,82765,0.9568226337432861
3676,82189,0.9567711353302002
3059,47436,0.9565829634666443
64667,97270,0.9565006494522095
22844,59736,0.9564942121505737
6006,21764,0.9564865231513977
11172,22604,0.9564552307128906
20229,30244,0.9564492702484131
5572,90809,0.9564169645309448
20558,56185,0.9563883543014526
81466,112876,0.9563864469528198
10427,111815,0.9563729763031006
51245,58608,0.9563625454902649
2669,92709,0.9563052654266357
28570,112727,0.956276535987854
3335,14693,0.9562722444534302
30613,44924,0.9561993479728699
79041,82590,0.956123948097229
32270,55977,0.9560897350311279
21291,56668,0.9560647010803223
33819,46952,0.9560532569885254
110866,116358,0.9560338854789734
1591,54618,0.9560215473175049
111831,117420,0.9560003876686096
30171,112412,0.9559658765792847
27095,30119,0.9558652639389038
62329,88341,0.955846905708313
20870,57391,0.955810010433197
13085,31196,0.9558068513870239
20601,58663,0.955746591091156
47997,56708,0.9557381272315979
46386,52224,0.9556485414505005
32231,51661,0.9556078910827637
42954,80452,0.9555784463882446
21764,56957,0.9555617570877075
64477,93041,0.9555599689483643
765,111308,0.9555565118789673
6452,47501,0.9555453658103943
51909,79110,0.9554452896118164
51877,57728,0.9554177522659302
9897,59253,0.9553703665733337
7139,46496,0.9553356170654297
33152,58754,0.9553154706954956
27163,30374,0.9552445411682129
27552,33882,0.9552246332168579
105407,108912,0.9552099704742432
32135,45813,0.9551851749420166
7246,116660,0.9551690816879272
23911,59699,0.955154299736023
33185,47477,0.9551435708999634
5041,53620,0.9551376104354858
11476,84839,0.9551050066947937
80883,88020,0.9550736546516418
12897,115738,0.9550533294677734
3275,92440,0.9550236463546753
11847,30234,0.9549899101257324
30615,44924,0.9549493789672852
80531,85140,0.9549425840377808
43624,112526,0.9549248218536377
110826,116059,0.954918384552002
6078,56445,0.9549128413200378
32492,45980,0.9548677206039429
33301,53170,0.9548206925392151
80943,84177,0.9548171758651733
28398,96634,0.9547809362411499
46245,53460,0.9547545909881592
27417,58876,0.9547336101531982
42328,45627,0.9547231197357178
46475,116660,0.954635739326477
77648,104207,0.9545291662216187
10544,80212,0.9544804096221924
105303,116953,0.9544640779495239
50549,111957,0.9544298648834229
24070,48018,0.9544004797935486
20568,50570,0.9543483257293701
4575,91478,0.9543033838272095
20495,50418,0.9542925357818604
47545,116471,0.9542880058288574
8815,111309,0.95427405834198
10128,80006,0.95426344871521
31417,50993,0.9542572498321533
53580,93404,0.9542504549026489
1611,31342,0.9542352557182312
105434,117058,0.9542227983474731
41370,111333,0.9541983604431152
44733,59265,0.9541719555854797
10869,115404,0.9540719985961914
43734,55729,0.95395427942276
41412,86970,0.9539164900779724
51384,111520,0.9538982510566711
50616,59200,0.9538981914520264
20719,117223,0.9538748264312744
21944,110896,0.953798770904541
20171,27095,0.9536736011505127
23023,47757,0.9536069631576538
51007,55966,0.9535624980926514
77176,91808,0.9535440802574158
6034,59109,0.9534226059913635
24944,59292,0.9534224271774292
53001,116093,0.9534054398536682
20273,27165,0.9534002542495728
6797,97096,0.9533477425575256
52041,88465,0.9533213973045349
9878,58004,0.9533135890960693
111312,116728,0.953311562538147
93404,110979,0.9533045887947083
7700,90880,0.9532849192619324
20775,55566,0.9532226920127869
11156,45087,0.9531811475753784
26922,107372,0.9531478881835938
52972,59028,0.9531418085098267
12361,30306,0.9530678391456604
3594,92122,0.9530569314956665
51327,56293,0.9530421495437622
30787,51860,0.9530317783355713
5745,52883,0.9529339075088501
110846,116183,0.9529291391372681
48067,83683,0.9529178738594055
5745,57744,0.9529019594192505
15900,51384,0.9528969526290894
39202,112564,0.9528670907020569
79250,88138,0.9528430700302124
33424,53314,0.9527572989463806
76910,98378,0.952699601650238
29962,49935,0.9526787996292114
23027,60610,0.9526734352111816
111042,116724,0.9525595903396606
1652,42433,0.9525439143180847
8809,116728,0.9525317549705505
39951,97382,0.9524476528167725
76507,96859,0.952322244644165
58560,117157,0.9523173570632935
22463,42641,0.952285647392273
22413,85940,0.9522814750671387
58013,117492,0.9522551894187927
21352,58422,0.9522275924682617
20473,27291,0.9521656632423401
1266,46586,0.9521477222442627
43746,84456,0.9520803689956665
33977,63900,0.9520465135574341
82950,112593,0.9520409107208252
6859,52853,0.9520307183265686
64724,95742,0.952023983001709
10649,80457,0.9519594311714172
8174,79041,0.9519246816635132
30327,44819,0.9518676996231079
10511,58787,0.9517742395401001
80369,95365,0.9517247676849365
22502,31187,0.9516317844390869
12128,56795,0.9515508413314819
33907,53870,0.9515242576599121
78412,89521,0.9515219330787659
43728,58678,0.9515167474746704
41412,104588,0.9514967799186707
64352,93025,0.9513969421386719
1266,29294,0.9513958096504211
33922,104495,0.9513356685638428
55367,79615,0.9512593746185303
33416,46652,0.9512268900871277
63516,92771,0.9512066841125488
77609,91327,0.9511992931365967
22618,84275,0.9511892795562744
11014,82948,0.951181173324585
30160,56566,0.9511146545410156
30165,58164,0.951108455657959
6396,89923,0.9510776996612549
22377,117383,0.9510641694068909
39984,64273,0.950984001159668
27568,33426,0.9509546756744385
6604,78401,0.9509092569351196
6618,41150,0.9509051442146301
32629,57665,0.9509025812149048
52041,58787,0.9508832097053528
52947,59295,0.950721263885498
8442,26539,0.9506728649139404
24066,48092,0.9506387710571289
30306,53752,0.9506193399429321
9999,111718,0.9505980014801025
56288,115962,0.9505927562713623
46827,49935,0.9505923390388489
41383,92967,0.950568675994873
103441,111241,0.9505654573440552
27135,43463,0.9504938125610352
9872,60020,0.9504832029342651
101,10011,0.9504666328430176
21352,32737,0.9504563808441162
27203,44895,0.9504374265670776
574,9899,0.9504251480102539
59721,117264,0.950359046459198
9494,57691,0.9503257870674133
9684,51291,0.9502425193786621
22586,55685,0.9502030611038208
45409,58750,0.9501404166221619
76645,95407,0.9501179456710815
31957,45680,0.9501125812530518
12404,60849,0.9500302076339722
33635,46803,0.9500117301940918
45409,51072,0.9498984813690186
45496,55923,0.9498872756958008
42559,93725,0.9498454332351685
66387,96526,0.9498275518417358
51233,57662,0.9497557282447815
20474,30827,0.9497071504592896
42378,62629,0.949529767036438
42408,79867,0.9495084881782532
78227,116724,0.9494587182998657
20581,59635,0.9494488835334778
24526,59533,0.9494227170944214
1301,5403,0.9493504762649536
33877,54952,0.9493476152420044
141,83902,0.9493135213851929
11980,85860,0.9492985010147095
324,109531,0.949238121509552
21671,58299,0.9492231607437134
53049,56767,0.94919753074646
46605,52804,0.9491173624992371
33323,52431,0.949055552482605
82821,111388,0.949023962020874
50684,57443,0.9490208625793457
45561,51279,0.9489758014678955
20771,50952,0.9489633440971375
28530,111595,0.9489606618881226
7172,14774,0.9489588737487793
20883,31592,0.9488775730133057
45561,56742,0.9488362073898315
22834,50026,0.9488246440887451
47868,81288,0.9488208293914795
12517,56179,0.9488159418106079
39901,99224,0.9488042593002319
10333,115851,0.9487842321395874
30594,50283,0.948727011680603
59292,115660,0.9487177133560181
32923,52517,0.9486544132232666
41254,78519,0.9486197233200073
33753,53750,0.9486097097396851
51260,108533,0.9485589265823364
22420,31488,0.948526918888092
7444,103305,0.9485258460044861
29905,56259,0.9484981298446655
6602,110875,0.9484202861785889
6293,41928,0.9483773708343506
424,10701,0.9483590126037598
9333,82684,0.9482628107070923
27142,55683,0.9482329487800598
21212,56217,0.9482289552688599
8156,41789,0.9482041597366333
25831,108535,0.948151707649231
14389,104204,0.9481372833251953
11173,56557,0.9481247067451477
11207,50343,0.9481220245361328
6605,111631,0.9480787515640259
51472,59112,0.94807368516922
24253,47721,0.9480042457580566
21952,29261,0.9480018019676208
27512,31037,0.9479807615280151
41245,83024,0.9479751586914062
12404,20242,0.9478768110275269
25482,27363,0.9478198289871216
45228,50741,0.9477964639663696
31267,117227,0.9476293921470642
20850,55721,0.9476126432418823
44721,55870,0.9476068019866943
31798,51363,0.9475693106651306
21083,45762,0.9475595951080322
30306,48422,0.9475222826004028
20844,58703,0.9475154876708984
62180,88254,0.9474539756774902
51072,58750,0.9474365711212158
22197,51740,0.9474268555641174
10348,80087,0.9474250078201294
6277,89838,0.9474045038223267
27135,83997,0.9473628997802734
52925,97096,0.9473595023155212
12856,24535,0.9473387002944946
22180,26548,0.9473357200622559
23600,84227,0.9473319053649902
31460,45389,0.9472752809524536
45289,50873,0.9472475051879883
12900,47953,0.9471734762191772
31676,51263,0.9471710324287415
53204,56957,0.947114109992981
12833,23224,0.9470621347427368
61701,90644,0.9470324516296387
76626,83286,0.946986198425293
19770,42134,0.9469509124755859
22847,30030,0.9469228982925415
5808,34000,0.9468796849250793
30111,44768,0.9468727111816406
1316,82192,0.9468715786933899
47721,83410,0.9468318223953247
51222,59975,0.9468138217926025
10511,52041,0.9467759132385254
12612,43517,0.9467670321464539
12487,58069,0.9467482566833496
30905,45066,0.9467449188232422
32719,95426,0.9465539455413818
9301,51528,0.9465131759643555
63093,87160,0.9464833736419678
6068,56484,0.9463661909103394
20420,117377,0.9463075995445251
21209,32411,0.9462981224060059
27145,44831,0.9462758302688599
10898,20602,0.9462378025054932
31013,58669,0.9462311267852783
10541,85710,0.9462167024612427
32675,58620,0.9461899399757385
13069,54082,0.9460992217063904
77538,91380,0.946078896522522
6162,47527,0.9459680318832397
58986,105224,0.9458823204040527
77476,91505,0.9457939863204956
11183,23664,0.9457284808158875
20701,45289,0.9456706047058105
9846,42439,0.9456374645233154
20274,30518,0.94559645652771
34184,47268,0.945588231086731
